PROJECT_ID,COHORTTRM_DESC,CH_ENRLTYPE,CHRTTYPE,CRSLOAD,GRAD_YRS,BESTMATH,BESTENGL,BESTCOMP,HS_ACAD_AVG,HS_OVERALL_AVG,AGE_MONTHS,GENDER,FOREIGN,COUNTRY_DESC,LA_RESIDENT,HOMEZIPCODE,EXP_FAM_CONTRIB,INCOME,FIRST_GEN_FLAG,PELL,TOPS,ATHLETE,GREEK_ENTRY,VETERAN_STATUS,HS_TOP_10,HS_TOP_25,HS_TOP_50,HS_BOTTOM_25,HS_BOTTOM_50,CH_CURRICULUM_1,CH_COLLEGE_1,CH_CURRIC_COLLEGE,YR1_FALL_ON_CAMPUS,YR1_SPRING_ON_CAMPUS,YR2_FALL_ON_CAMPUS,YR2_SPRING_ON_CAMPUS,YR3_FALL_ON_CAMPUS,YR3_SPRING_ON_CAMPUS,YR4_FALL_ON_CAMPUS,YR4_SPRING_ON_CAMPUS,YR5_FALL_ON_CAMPUS,YR5_SPRING_ON_CAMPUS,YR6_FALL_ON_CAMPUS,YR6_SPRING_ON_CAMPUS,YR7_FALL_ON_CAMPUS,YR7_SPRING_ON_CAMPUS,YR8_FALL_ON_CAMPUS,YR8_SPRING_ON_CAMPUS,YR1_FALL_SEM_GPA,YR1_SPRING_SEM_GPA,YR2_FALL_SEM_GPA,YR2_SPRING_SEM_GPA,YR3_FALL_SEM_GPA,YR3_SPRING_SEM_GPA,YR4_FALL_SEM_GPA,YR4_SPRING_SEM_GPA,YR5_FALL_SEM_GPA,YR5_SPRING_SEM_GPA,YR6_FALL_SEM_GPA,YR6_SPRING_SEM_GPA,YR7_FALL_SEM_GPA,YR7_SPRING_SEM_GPA,YR8_FALL_SEM_GPA,YR8_SPRING_SEM_GPA,YR1_FALL_LSU_GPA,YR1_SPRING_LSU_GPA,YR2_FALL_LSU_GPA,YR2_SPRING_LSU_GPA,YR3_FALL_LSU_GPA,YR3_SPRING_LSU_GPA,YR4_FALL_LSU_GPA,YR4_SPRING_LSU_GPA,YR5_FALL_LSU_GPA,YR5_SPRING_LSU_GPA,YR6_FALL_LSU_GPA,YR6_SPRING_LSU_GPA,YR7_FALL_LSU_GPA,YR7_SPRING_LSU_GPA,YR8_FALL_LSU_GPA,YR8_SPRING_LSU_GPA,YR1_FALL_CUM_GPA,YR1_SPRING_CUM_GPA,YR2_FALL_CUM_GPA,YR2_SPRING_CUM_GPA,YR3_FALL_CUM_GPA,YR3_SPRING_CUM_GPA,YR4_FALL_CUM_GPA,YR4_SPRING_CUM_GPA,YR5_FALL_CUM_GPA,YR5_SPRING_CUM_GPA,YR6_FALL_CUM_GPA,YR6_SPRING_CUM_GPA,YR7_FALL_CUM_GPA,YR7_SPRING_CUM_GPA,YR8_FALL_CUM_GPA,YR8_SPRING_CUM_GPA,YR1_FALL_CUM_HRS_CARR,YR1_SPRING_CUM_HRS_CARR,YR2_FALL_CUM_HRS_CARR,YR2_SPRING_CUM_HRS_CARR,YR3_FALL_CUM_HRS_CARR,YR3_SPRING_CUM_HRS_CARR,YR4_FALL_CUM_HRS_CARR,YR4_SPRING_CUM_HRS_CARR,YR5_FALL_CUM_HRS_CARR,YR5_SPRING_CUM_HRS_CARR,YR6_FALL_CUM_HRS_CARR,YR6_SPRING_CUM_HRS_CARR,YR7_FALL_CUM_HRS_CARR,YR7_SPRING_CUM_HRS_CARR,YR8_FALL_CUM_HRS_CARR,YR8_SPRING_CUM_HRS_CARR,YR1_FALL_CUM_HRS_EARN,YR1_SPRING_CUM_HRS_EARN,YR2_FALL_CUM_HRS_EARN,YR2_SPRING_CUM_HRS_EARN,YR3_FALL_CUM_HRS_EARN,YR3_SPRING_CUM_HRS_EARN,YR4_FALL_CUM_HRS_EARN,YR4_SPRING_CUM_HRS_EARN,YR5_FALL_CUM_HRS_EARN,YR5_SPRING_CUM_HRS_EARN,YR6_FALL_CUM_HRS_EARN,YR6_SPRING_CUM_HRS_EARN,YR7_FALL_CUM_HRS_EARN,YR7_SPRING_CUM_HRS_EARN,YR8_FALL_CUM_HRS_EARN,YR8_SPRING_CUM_HRS_EARN,AC_ACT1,AC_ACT2,AC_ACT3,AC_ACT4,AC_ACT5,AC_ACT6,AC_ACT7,AC_ACT8,AC_ACT9,AC_ACT10,AC_ACT11,AC_ACT12,AC_ACT13,AC_ACT14,AC_ACT15,AC_ACT16,SLATE_HS_TYPE
49858,Fall 2022,Campus,F,Full-time,4.0,21.0,28.0,28.0,,3.7,232,M,,United States,,33068,,131036.0,N,0,1,,1,N,,,,,,ME,UCFY,ENGR,Y,Y,Y,,,,,,,,,,,,,,3.461,4.075,,4.15,2.0,,,,,,,,,,,,3.0,2.358,3.767,2.446,,,2.141,,,,,,,,,,2.8,2.666,,3.0,2.729,,3.605,,,,,,,,,,15.0,28.0,,,,,82.0,,,,,,,,,,56.0,57.0,,117.0,,69.0,117.0,114.0,124.0,,,,,,,,Good,Good,,Good,,,,,Good,,,Good,,,,,
2960278,Fall 2014,Campus,T,Full-time,5.0,16.0,25.0,22.0,3.28,4.0,227,F,,United States,,78232,8448.0,91083.0,N,0,1,,0,N,,1.0,1.0,,1.0,BIOL,UCFY,SCI,Y,,,,,Y,,Y,,,,,,,,,,,3.2,3.226,3.261,,3.725,3.425,3.175,,,,,,,,4.075,0.75,2.702,2.633,2.851,2.634,3.354,3.333,,,,,,,,,3.263,,,3.458,,2.396,,,,2.765,,,,,,,31.0,27.0,41.0,73.0,,,,,,,,,,,,,69.0,57.0,,63.0,166.0,148.0,125.0,,,108.0,,,,,,,,Good,,Good,,Good,Good,,,,,Good,,,,,Public
4599703,Fall 2011,Campus,F,Full-time,,28.0,20.0,23.0,,3.46,214,M,,United States,,28012,0.0,23229.0,N,0,1,,0,N,1.0,,1.0,,,POLI,UCFY,HSS,N,Y,Y,,,Y,,,,,,,,,,,1.673,3.6,3.25,,3.436,,1.714,4.245,,,,3.35,,,,,2.218,3.24,3.119,3.06,3.354,3.846,,,,,,,,,,,3.4,3.027,4.11,3.964,3.527,2.896,,3.707,,,,,,,,,12.0,30.0,,,,88.0,,111.0,,,,,,,,,12.0,,35.0,,91.0,128.0,107.0,,106.0,,,,,,,,Warn,Good,,Good,Good,,Good,Good,,,Prob,,,,,,Public
6328767,Fall 2014,Campus,F,Full-time,,32.0,24.0,33.0,3.66,3.53,223,F,,United States,1.0,70003,2124.0,162705.0,N,0,0,,0,N,,1.0,1.0,,1.0,UNSS,UCFY,UCFY,Y,Y,,Y,,Y,,,,,,,,,,,,3.925,0.85,3.483,,,,2.078,,2.6,,,,,,,1.23,2.75,2.806,4.041,,,3.608,,,,,,,,,,4.085,2.409,3.161,,3.554,2.993,2.439,,,,,,,,,,16.0,48.0,45.0,,198.0,64.0,98.0,,,,,,,,,,9.0,39.0,96.0,42.0,,,,,,,,,,,,,Good,Good,Good,Good,Good,,,,,,,,,,,,Independent
9369705,Fall 2023,Campus,F,Full-time,,18.0,22.0,28.0,3.96,3.58,224,F,,United States,1.0,70818,,135180.0,U,1,1,,0,N,,1.0,1.0,,1.0,BIOL,UCFY,SCI,Y,Y,,,,,,,,,,,,,,,3.25,3.25,3.2,,3.092,3.85,,,,,,,,,,,2.74,3.25,,,2.42,3.602,3.058,,,,,,,,,,3.733,3.077,3.661,2.863,3.096,3.096,3.365,,,,,,,,,,15.0,41.0,,72.0,,81.0,,,,,,,,,,,39.0,,,79.0,84.0,91.0,,146.0,,,,,,,,,Good,Good,,,,Good,Good,Good,,,,,,,,,Public
5055096,Fall 2023,Online,T,Full-time,3.0,25.0,23.0,25.0,3.71,3.49,272,F,,United States,1.0,70065,101832.0,135570.0,N,0,0,,1,N,1.0,,1.0,,,PSCI,UCAC,UCAC,N,Y,,,,,,,Y,,,,,,,,3.769,0.2,3.426,1.285,3.1,,3.485,,,,1.392,,,,,,0.214,3.772,3.047,4.015,,,,,,,,,,,,,,3.9,3.453,2.733,,3.604,,,,,,,,,,,16.0,32.0,,60.0,,92.0,137.0,,,,,,,,,,31.0,32.0,41.0,,,81.0,,,,,,,,,,,Good,Good,Good,Good,,,,,,,,,,,,,Public
1042253,Fall 2019,Campus,F,Full-time,,28.0,23.0,,3.49,2.89,230,M,,United States,1.0,70003,824.0,378066.0,N,0,1,,0,N,,1.0,1.0,,,UNSE,UCFY,UCFY,Y,Y,,,,,,,,,,,,,,,3.278,2.133,2.986,3.357,,2.892,3.825,,,4.0,,,,,,,3.15,3.885,3.416,2.281,3.55,,,,,,,,,,,,3.091,3.11,2.47,,3.054,2.285,,3.115,,,,,,,,,44.0,36.0,45.0,91.0,,92.0,117.0,,,,,,,,,,18.0,30.0,46.0,,142.0,,119.0,,,,,,,,,,Good,Good,Good,,Good,,,,,,,,,,,,Religious
581794,Fall 2018,Campus,F,Full-time,,21.0,23.0,,3.56,,226,M,,United States,1.0,700722703,0.0,87256.0,N,1,0,,0,N,,1.0,,,,CES,UCFY,SCE,Y,Y,,,,,,,,,,,,,,,0.278,3.873,,3.3,3.25,4.18,,,,3.78,,,,,,,3.3,3.02,2.626,3.058,,,3.41,2.796,2.694,,,,,,,,3.925,1.747,4.061,4.01,3.102,2.981,,2.427,,,,,,,,,21.0,23.0,47.0,55.0,,85.0,,,,127.0,,,,,,,18.0,24.0,,,82.0,,108.0,,,,,,,,,,Prob,Good,Good,Good,Good,,,,,,,,,,,,Charter
6991859,Fall 2011,Campus,F,Full-time,,30.0,25.0,23.0,4.0,3.4,219,F,,United States,1.0,70506,20055.0,,N,1,1,1.0,0,N,,,1.0,,,BIOL,UCFY,SCI,N,N,,Y,,,,,,,,,,,,,1.692,1.25,3.4,,3.581,0.675,,1.8,,,,,,,,,2.921,3.172,2.846,,,3.061,,,,,,,,,,,3.571,3.446,3.792,,3.675,,,,2.746,,,,,,,,16.0,34.0,46.0,,71.0,99.0,124.0,,,,,,,,,,58.0,30.0,,80.0,,,125.0,124.0,26.0,,,,,,,,Prob,Good,Good,,Good,Good,,Good,,,,,,,,,Religious
7530234,Fall 2019,Campus,F,Full-time,4.0,27.0,,,3.8,3.95,217,F,,United States,1.0,70818,6678.0,231340.0,N,0,1,,0,N,,,1.0,,1.0,PBADM,UCAC,UCAC,N,Y,,,,,,,,,,,,,,,3.215,2.25,3.487,3.718,,2.575,2.6,3.933,,,,,,,,,3.971,3.46,,,3.877,,2.461,2.579,,2.535,,,,,,,3.769,3.706,3.063,3.961,3.358,,4.1,,3.517,,,,,,,,15.0,,30.0,,65.0,,,,,,,,,,,,15.0,,82.0,56.0,97.0,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,,,,,,,,,,,Public
4179862,Fall 2020,Campus,F,Full-time,4.0,27.0,22.0,28.0,3.49,3.73,226,M,,United States,1.0,70734,9079.0,0.0,N,1,0,,1,N,,,1.0,,1.0,UNSE,UCFY,UCFY,N,,,,,,,Y,,,,,,,,,3.288,3.0,3.983,3.08,,,,,2.95,,,,,,,,2.68,3.242,1.692,,2.601,,3.046,2.724,3.013,,,,,,,,3.25,2.728,3.53,,,,,,,3.424,,,,,,,13.0,46.0,,94.0,,93.0,110.0,,,,,,,,,,30.0,51.0,58.0,67.0,39.0,66.0,133.0,140.0,,,,,,,,,Good,,Good,,Good,Good,,Good,,,,,,,,,Religious
834888,Fall 2018,Campus,F,Full-time,,,,24.0,3.95,3.05,622,M,,United States,,70808,23606.0,75424.0,N,0,0,,0,N,,,1.0,,,MC,UCFY,MCOM,Y,Y,,,,,,,,,,,,,,,3.075,,2.94,2.48,,,3.48,,,,,1.5,,,,,3.66,3.287,2.734,0.756,2.43,,,,,,,,,,,,2.15,2.955,2.365,2.452,2.989,2.757,,2.088,,,,,,,,,28.0,24.0,,,80.0,95.0,,127.0,,,113.0,,,,,,14.0,33.0,58.0,,101.0,,,,,,,,,,,,Warn,Good,,,,Warn,,,,,,,,,,,Religious
6545712,Fall 2012,Campus,F,Full-time,,21.0,33.0,31.0,3.45,2.93,223,M,,United States,1.0,70817,11439.0,143529.0,N,1,1,,1,N,,,1.0,,,PPHAR,UCFY,UCAC,N,Y,,,,,,,,,,,,,,,3.318,3.366,,0.0,0.666,,3.825,,2.65,,,,,,,,3.575,3.142,2.975,2.644,,,2.579,,,,,,,,,,1.95,3.634,3.39,,,3.545,3.16,2.345,,,,,,,,,15.0,140.0,56.0,54.0,,,,,,,,,,,,,,,79.0,80.0,,,,,122.0,,,,,,,,Good,Good,Good,,,,,,,,,,,,,,Religious
4480408,Fall 2022,Campus,F,Full-time,4.0,23.0,28.0,,3.42,2.41,222,F,,United States,1.0,70394,217.0,145596.0,N,0,1,,0,N,,1.0,1.0,,,ACCT,UCFY,BADM,N,Y,,,,,Y,,,,,,,,,,4.06,3.36,2.835,3.166,,3.34,2.46,,3.2,,,,,,,,4.0,3.735,3.733,,,2.727,2.769,,,,,,,,,,1.5,2.12,3.315,4.235,,,,,,,,,,,,,27.0,45.0,65.0,87.0,74.0,99.0,,,,,,,,,,,21.0,32.0,44.0,,,,,137.0,124.0,,,,,,,,Good,Good,Good,Good,Good,,,Good,Good,,,,,,,,Religious
1290309,Fall 2021,Campus,F,Full-time,4.0,24.0,24.0,22.0,2.59,,222,F,,United States,1.0,71201,,,N,0,1,,0,N,,,1.0,,,ME,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,3.527,3.535,3.25,,,3.78,,,,3.0,,,,,,,3.514,3.494,,,3.358,3.918,,,,,,,,,,,3.35,2.875,2.045,1.955,,3.289,3.839,,,1.898,,,,,,,,33.0,44.0,51.0,90.0,,,109.0,,,,,,,,,37.0,68.0,46.0,,99.0,104.0,,,,,,,,,,,Good,Good,,Good,Good,,,Good,,Good,,,,,,,Public
2898060,Fall 2021,Campus,F,Full-time,,27.0,34.0,,4.0,3.12,237,F,,United States,1.0,70563,1519.0,141563.0,N,0,1,,0,N,,1.0,,,,TAM,AGRI,AGRI,,Y,,,,,,,,,,,,,,,2.88,2.284,2.463,3.52,,3.98,,3.25,,,,,,,,,3.852,3.921,,3.57,3.821,,1.675,2.745,,,,,2.804,,,,3.12,2.94,3.6,,,,,,,,,,,,,,18.0,28.0,,59.0,78.0,99.0,112.0,,145.0,94.0,,,,,,,20.0,26.0,39.0,40.0,,124.0,,,,,,117.0,,,,,Good,Drop,Good,Good,Good,Good,,Good,Prob,,,,,,,,Religious
4404388,Fall 2013,Online,F,Full-time,5.0,30.0,,31.0,3.52,3.34,212,F,,United States,1.0,70364,123566.0,213468.0,N,0,1,,0,N,,,,,,POLI,UCFY,HSS,,,Y,,,,,,,,,,,,,,,2.253,,3.06,2.461,,,,,,,,,,,,3.506,2.717,3.737,,,,2.876,,,2.862,,,,,3.236,,3.7,1.983,1.676,4.027,,,,,,,,,,,,,18.0,49.0,72.0,51.0,,,121.0,,123.0,,,,,,,,42.0,30.0,45.0,,,90.0,,94.0,151.0,,,,,,,,Good,Good,Good,Good,,Good,,,,,,,,,,,Independent
6585742,Fall 2022,Campus,F,Full-time,,23.0,23.0,23.0,,3.96,228,F,,United States,1.0,70065,,266645.0,Y,1,1,,0,N,,1.0,,,1.0,ACCT,UCFY,BADM,Y,Y,,,,,,,,,,,,,,,2.7,,,3.65,3.0,,,0.0,,,,,,,,,2.225,3.019,1.825,2.908,2.636,2.426,3.602,,,,,2.202,,,,,2.782,2.937,,,,3.542,,,,,,,,,,,17.0,,45.0,53.0,104.0,,,129.0,91.0,,,,,,,,34.0,,41.0,71.0,,114.0,99.0,,,,,,,,,,Warn,Good,Good,,,,,,,,,,,,,,
2798616,Fall 2015,Campus,T,Full-time,,,22.0,22.0,2.57,3.43,217,M,,United States,1.0,70047,32855.0,32391.0,N,0,1,,1,N,,,1.0,,,FIN,UCFY,BADM,Y,Y,,,,,,,,,,,,,,,3.0,3.6,2.646,3.509,3.8,2.22,,2.45,,,,,,,,,2.48,3.977,3.671,3.067,3.985,,,,,,,,,,,,4.0,1.864,2.171,2.044,3.984,,,,,,,,,,,,12.0,32.0,57.0,45.0,,,103.0,118.0,,,,,,,,,38.0,28.0,45.0,,,,,107.0,,,,,,,,,Good,Good,Warn,Good,Prob,,,,,,,,,,,,Religious
3379428,Fall 2021,Campus,F,Full-time,,29.0,23.0,32.0,3.96,4.0,227,F,,United States,1.0,70525,19392.0,2022.0,N,0,1,,0,N,,1.0,1.0,,,NFS,AGRI,AGRI,N,,,,,,,,,,,,,,,,2.866,2.9,2.975,,3.05,3.587,,2.825,3.075,,,,,,,,4.161,,2.946,3.046,2.549,3.437,2.476,,,,,,,,,,2.28,3.571,,,2.473,3.352,3.978,,,,2.478,,,,,,14.0,35.0,47.0,,66.0,,109.0,,,,,,,,,,27.0,35.0,154.0,93.0,,,,,,,,,,,,,Good,Good,Good,,Good,Good,,,,,,,,,,,Public
8283787,Fall 2021,Campus,F,Full-time,5.0,25.0,23.0,32.0,3.42,3.9,306,M,,United States,1.0,70003,2963.0,0.0,N,0,0,,0,N,,1.0,,,,MC,UCFY,MCOM,N,Y,,,,,,,,,,,,,,,3.32,2.636,4.06,,,,,,2.233,,,,,,,,3.88,2.144,2.125,,2.732,3.852,2.396,,,,,,,,,,3.714,3.262,3.39,3.086,,,2.538,4.024,,,,,,,,,13.0,47.2,45.0,86.0,,,,129.0,,,,,,,,,38.0,45.0,65.0,85.0,,,,,,,,,,,,,Good,Good,Good,,Good,,Good,Good,,,,Good,,,,,Public
9151127,Fall 2013,Campus,F,Full-time,,19.0,24.0,28.0,,3.75,230,F,,United States,1.0,71069,3806.0,133946.0,N,0,0,,1,N,1.0,1.0,,,,PMCOM,UCAC,UCAC,N,N,,,,,,,,,,,,,,,4.3,3.357,3.978,3.007,,4.0,,,,,,,,,,,2.6,3.714,3.726,1.78,3.706,,3.617,,,,,,,,,,4.0,2.9,,,2.23,2.691,4.192,3.084,,,,,,,,,16.0,42.0,46.0,,78.0,87.0,105.0,,,,,,,,,,38.0,,86.0,,,,126.0,,,,,,,,,,Good,Good,Good,,Prob,,,,,,,,,,,,Public
4164406,Fall 2017,Campus,F,Full-time,,27.0,21.0,24.0,3.55,3.89,218,M,,United States,,91016,28401.0,236680.0,Y,1,0,,0,N,,,,,,PBADM,UCAC,UCAC,N,Y,,,,Y,,,,,,,,,,,2.925,0.0,,1.34,,1.75,,2.5,,,,,,,,,2.372,1.55,,3.027,3.613,,,3.478,,3.571,,,,,,,3.0,3.692,2.458,3.222,2.812,,2.967,,,,,,,,,,34.0,32.0,56.0,,,88.0,107.0,,,,,,,,,,28.0,6.0,40.0,,102.0,,,,,,,,,,,,Good,Good,Good,,Good,,,Good,,Good,,,,,,,Religious
9161080,Fall 2016,Campus,F,Full-time,,28.0,31.0,28.0,3.49,2.98,226,M,,United States,1.0,70820,0.0,,Y,0,1,,0,N,,,1.0,,,KIN,UCFY,EDUC,Y,Y,,,,,,,,,,,,,,,2.675,2.65,0.533,3.492,,,,2.923,,3.542,,,,,,,2.485,2.516,,2.215,2.577,,,2.96,,,,,,,,,2.65,3.29,3.25,3.645,4.077,2.94,,,,,,,,,,,15.0,24.0,39.0,,81.0,70.0,99.0,113.0,,,,,,,,,66.0,81.0,50.0,,129.0,,138.0,,127.0,,,,,,,,Good,Good,Good,Good,,,Good,,,,,,,,,,Public
7076926,Fall 2022,Campus,T,Part-time,,28.0,26.0,22.0,4.0,3.34,224,M,,United States,1.0,70072,33917.0,250044.0,N,0,1,,0,N,,,1.0,,,UNSE,UCFY,UCFY,N,Y,,,,Y,,,,,,,,,,,2.571,,2.175,,3.538,,3.26,2.587,3.86,,,,,,,,0.5,0.807,2.485,,,,,,,,,,,,,,,3.221,2.226,3.472,2.308,,2.378,3.086,2.678,,,,,,,,28.0,43.0,71.0,61.0,76.0,,,,,,,,,,,,27.0,60.0,,80.0,110.0,,,123.0,,,,,,,,,Good,Good,,,,Good,Good,,,,,,,,,,Religious
7545619,Fall 2021,Campus,F,Full-time,5.0,15.0,21.0,31.0,2.91,3.96,224,M,,United States,1.0,70815,,151957.0,N,0,0,,0,N,,,1.0,,1.0,CE,UCFY,ENGR,N,Y,,,,,,,,,,,,,,,0.0,2.86,,3.25,3.213,,,,,,,,,,,,4.0,3.008,,,,2.794,2.509,,,,,,,,,,3.809,,3.373,,,3.861,,,,,,,,,,,15.0,42.0,26.0,74.0,,,,131.0,,,,,,,,,18.0,38.0,45.0,,86.0,89.0,,,,,,,,,179.0,,Good,Good,Good,Good,,Good,Good,Good,,,,,,,,,
7273965,Fall 2019,Campus,F,Full-time,4.0,28.0,32.0,31.0,3.19,3.17,317,M,,United States,,7830,0.0,235982.0,N,1,0,,0,N,,1.0,1.0,,,CSC,UCFY,ENGR,Y,Y,,Y,,,,,,,,,,,,,3.25,4.06,1.0,2.675,0.923,3.0,2.975,1.8,,,,,,,,,2.818,,,2.879,2.471,3.237,,3.788,,,,,,,,,0.83,3.0,2.476,3.498,,,,,,,,,,,,,12.0,,42.0,135.0,78.0,,,,,,,,,,,,0.0,93.0,,,,,95.0,,,,123.0,,,,,,Prob,Good,,Good,Prob,,Good,,,,,,,,,,Public
490814,Fall 2015,Campus,F,Full-time,,,24.0,21.0,2.92,3.27,220,F,,United States,1.0,70448,18100.0,225118.0,N,0,1,,0,N,,,1.0,,,PHYS,UCFY,SCI,Y,Y,,Y,,,,,,,,,,,,,,3.062,2.25,,2.2,,,3.46,2.4,,,,,,,,3.2,2.5,,3.513,3.628,,,1.991,,,,,,,,3.166,3.453,2.837,,3.367,3.719,,,,,,,,,,,,15.0,30.0,48.0,,81.0,,,117.0,,,,,,,,,20.0,33.0,,44.0,97.0,86.0,,,,,,,,,,,Good,Good,,,,Good,Good,Good,Good,,,,,,,,Religious
7045235,Fall 2012,Campus,F,Full-time,7.0,30.0,23.0,30.0,3.52,3.52,217,F,,United States,,77627,24786.0,173004.0,U,0,1,,0,N,1.0,,1.0,,,HECFS,UCFY,HSE,Y,Y,,,,Y,,,,,,,,,,,0.0,,2.5,,2.5,3.742,4.0,,,,,2.9,,,,,1.071,3.75,3.721,3.069,2.928,,2.948,,,,,,,,,,3.653,3.225,3.55,,3.536,3.703,3.052,,,,,,,,,,,28.0,41.0,71.0,118.0,115.0,,,,,,,,,,,6.0,33.0,62.0,134.0,,104.0,111.0,,,,,,,,,,Good,Good,Good,Good,Good,,,,,,,Good,,,,,Religious
2821281,Fall 2011,Campus,F,Full-time,,21.0,25.0,,,3.24,226,M,,United States,1.0,70809,0.0,,N,0,1,,0,N,,,1.0,,,MC,UCFY,MCOM,Y,Y,,,,,,,,,,,,,,,3.937,3.906,1.8,3.4,3.714,3.5,,,,,,,,,,,4.15,1.903,2.209,3.883,,,,3.162,2.969,,,,,,,,3.371,1.265,2.855,,,3.657,,,,,,,,,,,53.0,32.0,,68.0,,,,136.0,127.0,138.0,,,,,,,14.0,48.0,54.0,51.0,98.0,77.0,,,,,,,,,,,Good,Good,Good,Good,Good,,Good,,,,,,,,,,Public
3317436,Fall 2023,Online,F,Full-time,,23.0,,,3.57,3.52,228,F,,United States,1.0,70770,26698.0,1247096.0,N,0,1,,0,N,,1.0,1.0,,,ACCT,UCFY,BADM,Y,,,,,,,,,,,,,,,,3.4,0.0,,,,,2.6,3.031,,,,,,,,,3.812,3.212,3.334,,,3.513,2.385,2.534,,,,,,,,,3.0,2.677,2.607,3.856,3.524,2.779,,,,,,,,,,,27.0,32.0,,58.0,,,,,,,,,,,,,24.0,71.0,65.0,,57.0,87.0,142.0,,151.0,,,,,,,,Good,Good,Good,,Good,Good,,,Good,,,,,,,,Public
2539558,Fall 2023,Campus,F,Full-time,5.0,21.0,27.0,21.0,4.0,3.07,275,F,,United States,,960033745,0.0,53668.0,N,1,0,,1,N,,,1.0,1.0,1.0,ME,UCFY,ENGR,N,,,,,,,,,,,,,,,,3.666,3.873,,3.54,2.1,3.46,2.6,3.7,,,,,,,,,3.606,3.219,,2.235,3.097,,4.0,,3.318,,,,,,,,3.686,2.842,3.207,,4.029,,2.997,,,,,,,,,,18.0,27.0,33.0,82.0,72.0,,,,114.0,,,,,,,,28.0,39.0,,,,,,,,,,,,,,,Good,Good,Good,Good,,Good,,Good,,,,,,,,,Public
662363,Fall 2016,Campus,F,Full-time,4.0,23.0,22.0,22.0,3.54,3.73,224,M,,United States,,6460,142087.0,187034.0,N,0,1,,0,N,,,,,,ENGL,UCFY,HSS,Y,,,,,,,,,,,,,,,,2.909,,2.175,2.856,,3.0,1.42,,,,,,,,,,3.0,3.428,3.305,2.776,3.184,3.56,2.109,,1.728,,2.66,,,,,,4.252,3.642,2.931,,,3.241,,3.225,,2.444,,,,,,,22.0,,,,51.0,,,138.0,,,,,,,,,,,,54.0,,99.0,,,,,,,,,,,Good,Good,Good,Good,Good,,,,,Prob,,,,,,,Public
2817253,Fall 2018,Campus,F,Full-time,,20.0,20.0,24.0,3.53,,262,M,,United States,1.0,70817,0.0,91492.0,N,0,0,,1,N,,1.0,1.0,,,PSYCS,UCFY,HSS,Y,,,,,Y,,,,,,,,,,,2.133,2.4,1.7,1.117,0.986,,3.212,3.128,,,,,,,,,1.462,0.623,3.075,,,1.876,3.148,2.538,2.328,2.09,,2.059,,,,,3.833,2.789,3.11,,2.147,,,3.74,,,2.186,,,,,,15.0,32.0,36.0,,66.0,,,,,,,133.0,,,,,34.0,37.0,70.0,55.0,93.0,,,,,,,,,,,,Good,Good,,Good,,,,,,,,,,,,,Religious
7879954,Fall 2023,Campus,F,Full-time,4.0,23.0,30.0,32.0,2.94,3.02,226,F,,United States,1.0,70072,203.0,,N,1,1,,0,N,,,1.0,,,CHE,UCFY,ENGR,Y,,,Y,,,,,,,,,,,,,2.317,,1.342,,,3.838,,3.725,,,,,,,,,3.868,2.25,2.757,2.66,,3.55,3.841,1.688,,,,2.587,,,,,2.55,3.051,2.212,2.736,3.222,,2.562,2.283,,,,,,,,,14.0,24.0,46.0,42.0,91.0,,,,,,,160.0,,,,,3.0,59.0,82.0,84.0,67.0,,100.0,,,,,,,,,,Good,Good,Good,Good,,Good,,Good,Good,Good,,,Good,,,,Public
4857668,Fall 2020,Campus,F,Part-time,4.0,,26.0,20.0,3.67,3.0,218,M,,United States,,75126,57069.0,91573.0,N,1,1,,0,N,1.0,,,,,PK3CT,UCFY,HSE,N,Y,Y,,,,,,,,,,,,,,0.623,2.86,3.5,,1.75,2.846,2.407,,0.675,,,3.325,,,,,3.325,1.662,3.36,2.463,,,2.237,,,,,,,,,,3.421,2.888,,,3.57,,,,,,,,,,,,14.0,48.0,82.0,61.0,69.0,107.0,119.0,,,,,,,,,,25.0,50.0,,61.0,72.0,,141.0,,,,,,,,,,Good,Good,Good,Good,Good,Good,,,,,,,,,,,Religious
1483301,Fall 2020,Campus,F,Full-time,,23.0,,28.0,3.19,3.93,226,M,,United States,,452433952,20698.0,433213.0,Y,0,0,,0,N,1.0,,,,,GBUS,UCFY,BADM,Y,,,,,,,,,,,,,,,,4.141,,3.216,2.82,,2.487,4.12,2.925,,,,,,,,,1.562,3.0,3.748,3.194,,2.831,2.666,2.106,,,,,,,,,3.0,1.671,3.713,,,,2.517,2.936,,,,,,,,,23.0,64.0,,74.0,,90.0,98.0,,,,,,,,,,71.0,21.0,39.0,71.0,75.0,83.0,,109.0,125.0,,,,,,,,Warn,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,Public
